Issn;SJR Best Quartile
ISSN 13159984;Q4
ISSN 22135766;Q4
-;-
-;-
ISSN 18891837, 19894805;Q4
ISSN 1773035X;Q4
ISSN 00493864;Q4
ISSN 0212260X;Q4
ISSN 01008692, 18095267;Q4
ISSN 16420136;Q4
ISSN 18151027, 18158129;Q4
ISSN 01533320;Q3
-;-
-;-
ISSN 87566583, 14767937;Q3
ISSN 00438790;Q4
ISSN 1013090X;Q2
ISSN 10611932;Q4
-;-
ISSN 00301876;Q4
ISSN 00041858;Q4
-;-
ISSN 03510042;Q4
ISSN 0078172X;Q3
ISSN 11397861;Q4
ISSN 08946019;Q3
-;-
ISSN 22183973, 18119506;Q4
ISSN 12126853, 12119326;Q4
-;-
ISSN 14051079, 14051060;Q4
-;-
ISSN 10767975;Q4
ISSN 00397660;Q4
-;-
ISSN 17433509;-
-;-
ISSN 00402486, 18354270;Q4
-;-
ISSN 02189275;Q3
-;-
-;-
ISSN 00027626;Q4
-;-
ISSN 01854038;Q4
ISSN 01214705;Q3
ISSN 17265479;Q4
ISSN 10859586;Q4
ISSN 09723560;Q4
-;-
-;-
-;-
ISSN 1060135X;Q4
ISSN 09729860;Q4
-;-
-;-
-;-
ISSN 13077635, 13085255;Q4
ISSN 18272452;Q4
ISSN 14319292;Q4
-;-
-;-
ISSN 10676058;Q4
ISSN 16622839, 00652326;Q4
-;-
-;-
-;-
-;-
-;-
ISSN 0917950X;Q4
ISSN 21683034;-
-;-
ISSN 13579657, 02655004;Q4
-;-
ISSN 17539641, 1753965X;Q4
ISSN 09131442;Q4
ISSN 03534529;Q4
-;-
ISSN 17505976, 03050718;Q4
-;-
ISSN 17521971, 17521963;Q2
ISSN 20421834, 00258172;Q4
-;-
ISSN 0034947X;Q4
-;-
ISSN 0095036X;Q4
ISSN 10799869;Q4
ISSN 22112596, 22110046;Q4
ISSN 01205633;Q4
ISSN 10012249;Q4
ISSN 12123536;Q4
ISSN 0999792X;Q4
ISSN 00181994;Q4
-;-
-;-
ISSN 18144810;Q4
ISSN 15455556;Q4
ISSN 00227854;Q4
-;-
ISSN 23278161;-
-;-
ISSN 19834632, 15190501;Q4
-;-
-;-
-;-
ISSN 07182201, 07164254;Q3
-;-
ISSN 14785277;Q4
-;-
ISSN 02118572, 20139500;Q3
-;-
ISSN 03926621;Q4
ISSN 05073758;Q4
ISSN 13301012;-
ISSN 18778127;Q2
ISSN 00014079;Q4
-;-
-;-
-;-
ISSN 10712232;Q4
ISSN 00358126;Q2
ISSN 16130200;Q4
-;-
ISSN 1886516X;Q3
-;-
ISSN 10706232;Q4
-;-
ISSN 11261072;Q4
-;-
ISSN 00104078;Q2
-;-
ISSN 22479163, 20699271;Q2
ISSN 23251638, 2325162X;Q2
ISSN 15808122;Q3
ISSN 00224995;Q3
-;-
ISSN 17541336, 17541328;Q3
ISSN 22114254;Q4
ISSN 10169172;Q4
ISSN 11674687;Q4
ISSN 07320671;Q4
ISSN 16421027;Q3
ISSN 02619288;Q4
-;-
-;-
ISSN 13688790, 14661888;Q3
-;-
ISSN 00662399;Q4
-;-
-;-
ISSN 15333604;Q4
ISSN 1479358X;Q3
ISSN 18952089;Q4
ISSN 15734048;Q4
-;-
ISSN 17548853;Q2
ISSN 01200283, 21458553;Q4
ISSN 10628061;Q4
-;-
ISSN 19893469;Q4
ISSN 17551978, 17551986;Q4
-;-
ISSN 01209957;Q4
ISSN 1810536X, 03788660;Q2
-;-
-;-
-;-
ISSN 17547326, 17547318;Q4
ISSN 19395833;Q4
ISSN 20492146, 20492154;Q3
ISSN 08289999;Q4
ISSN 19979797;Q4
ISSN 00346632, 15494853;Q3
ISSN 10965904;Q4
ISSN 15207412;Q3
ISSN 18764797, 10001948;Q4
ISSN 00214884;Q4
ISSN 13707493, 17831717;Q2
ISSN 15693732;Q4
ISSN 18386059, 13238922;Q4
ISSN 09745092;Q4
-;-
-;-
-;-
-;-
ISSN 09877983;Q4
-;-
-;-
ISSN 00366978;Q3
ISSN 15403084, 00029823;Q2
-;-
ISSN 08915385;Q4
ISSN 10834346;Q4
ISSN 00066982;Q4
ISSN 17467616;Q4
ISSN 13000292;Q4
ISSN 02345730;Q4
ISSN 00058076;Q2
ISSN 10762809;Q4
ISSN 18159923;Q4
-;-
ISSN 00375411;Q2
ISSN 00260657;Q4
ISSN 21583234;-
ISSN 1095323X;-
-;-
ISSN 00814776;Q4
-;-
ISSN 13468650;Q4
ISSN 04492285;Q4
-;-
ISSN 18565301;Q4
-;-
-;-
ISSN 0972057X;Q4
ISSN 02576430;Q3
ISSN 14404788;Q2
ISSN 1750208X, 14785315;Q4
ISSN 00311294;Q2
ISSN 03657655;Q4
ISSN 18797261;Q4
ISSN 20413181;Q4
-;-
-;-
ISSN 10678344, 02786656;Q2
-;-
ISSN 1902172, 01902172;-
ISSN 01622870, 1536013X;Q2
ISSN 10346775;Q3
ISSN 00266396;Q4
ISSN 14331055;Q4
ISSN 02109174;Q2
ISSN 04866525;Q3
-;-
ISSN 15837904;Q3
-;-
ISSN 02722011;Q4
-;-
ISSN 21627339;-
ISSN 1474273X;Q4
ISSN 1308772X;Q4
-;-
-;-
-;-
ISSN 03878805;Q4
-;-
-;-
-;-
ISSN 10632921;Q2
ISSN 19320183;Q4
-;-
ISSN 0971636X;Q4
ISSN 01029460;Q4
ISSN 0895769X;Q2
ISSN 17559294;Q4
-;-
ISSN 07402775;Q4
ISSN 00238368;Q3
-;-
ISSN 10239510, 20082843;Q4
-;-
ISSN 07432550;Q4
ISSN 13921126;Q3
-;-
-;-
ISSN 18814204, 13488643;Q4
ISSN 18744761;Q4
ISSN 10006842;Q3
ISSN 2077429X, 20774303;Q4
ISSN 00751634, 17486181;Q2
-;-
ISSN 0025004X;Q4
-;-
ISSN 02101963;Q3
ISSN 15824551;Q4
ISSN 00096407;Q2
-;-
ISSN 07173830;Q4
ISSN 14815532;Q4
ISSN 00332658;Q4
ISSN 00352357;Q3
-;-
ISSN 01726218;Q4
-;-
ISSN 21665508, 03621529;Q2
-;-
ISSN 02113589;Q2
ISSN 11551704;Q4
-;-
ISSN 15669076;Q4
-;-
ISSN 00405736;Q2
ISSN 00420239, 08332207;Q4
-;-
-;-
ISSN 13052381;Q4
ISSN 01882198;Q4
-;-
ISSN 02017563;Q4
ISSN 10007431;Q4
ISSN 00155691, 13478397;Q4
ISSN 12421383, 0240642X;Q4
ISSN 1741525X, 14606720;Q4
ISSN 08854300;Q4
-;-
ISSN 00079731;Q2
ISSN 22126082;Q4
ISSN 00208817;Q4
ISSN 10587187, 10537147;Q3
ISSN 00771813;Q4
ISSN 16654390;Q4
ISSN 00195014;Q4
ISSN 18906990, 15046893;Q4
ISSN 01902946;Q4
-;-
ISSN 20491034;-
ISSN 00148202;Q4
ISSN 1206212X;Q4
ISSN 17520843, 17520851;Q4
-;-
ISSN 10763333;Q4
-;-
ISSN 14046091, 14037068;Q3
-;-
ISSN 01425471;Q4
ISSN 10444017;Q4
ISSN 1232986X;Q4
-;-
ISSN 1132175X, 21716323;Q4
-;-
-;-
ISSN 17623162;Q2
-;-
-;-
ISSN 03276244;Q4
ISSN 19277210, 19277229;Q4
-;-
-;-
ISSN 09728201;Q4
-;-
ISSN 16451384;Q4
ISSN 22236619;Q4
-;-
ISSN 13152378;Q4
ISSN 10801812;-
-;-
-;-
ISSN 18236782;Q4
-;-
ISSN 11051639;Q2
-;-
-;-
ISSN 20460066;Q4
ISSN 19977298;Q4
ISSN 16609336;Q4
ISSN 09694765;Q4
ISSN 01245996, 23462450;Q4
-;-
-;-
-;-
ISSN 07665075;Q3
-;-
ISSN 23064102;Q4
ISSN 00191639;Q4
-;-
ISSN 1476413X;Q4
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 12311413;Q4
-;-
ISSN 16167090, 1438776X;Q4
-;-
ISSN 00014192;Q4
-;-
ISSN 01472526, 15324257;Q2
-;-
-;-
-;-
ISSN 01200062, 20113668;Q3
ISSN 20408005, 20408013;Q4
ISSN 14792354;Q4
ISSN 18094783, 01040146;Q4
-;-
-;-
ISSN 13263390;Q4
-;-
-;-
-;-
ISSN 15774015, 20140983;Q3
ISSN 00251569;Q3
-;-
-;-
-;-
-;-
ISSN 02532778;Q4
ISSN 0494464X;Q4
ISSN 17572665, 17572657;Q4
ISSN 13335286;Q4
ISSN 00209570;Q4
ISSN 14740234, 1474225X;Q2
-;-
-;-
ISSN 18402291;Q4
-;-
-;-
ISSN 00118524;Q4
-;-
-;-
-;-
-;-
ISSN 13017667;Q3
ISSN 00287504;Q3
ISSN 18248039;-
ISSN 08922055;Q4
ISSN 17319544, 17316677;Q4
ISSN 16584244, 73831018;Q4
ISSN 20738099;Q4
ISSN 00377740;Q4
-;-
ISSN 17577179;Q4
-;-
ISSN 08719721;Q4
ISSN 00042927;Q4
-;-
ISSN 13534645, 1460700X;Q2
ISSN 0046385X;Q2
ISSN 00157228;Q4
ISSN 13096222, 13091689;Q4
-;-
-;-
-;-
-;-
ISSN 00339563;Q4
ISSN 14793121, 1479313X;Q4
ISSN 22141677;Q4
-;-
-;-
-;-
ISSN 14743892, 14173906;Q3
ISSN 10890017, 15389731;Q3
ISSN 13028324;Q2
ISSN 23277939, 23278722;Q4
ISSN 15050580;Q4
ISSN 14051435;Q4
ISSN 00409375;Q4
ISSN 01254685;Q4
-;-
ISSN 02898063;Q4
ISSN 0250863X;Q4
ISSN 09322205;Q4
ISSN 13411268;Q4
ISSN 09704639;Q4
ISSN 0040781X;Q4
ISSN 18068774, 15173011;Q4
ISSN 19460740;-
ISSN 00651451, 1755375X;Q4
ISSN 03794067;Q4
ISSN 03256197, 0068113X, 17535352;Q2
-;-
ISSN 01580728;Q4
ISSN 1169873X, 00199044;Q4
ISSN 00842869;Q4
ISSN 12396303;Q4
ISSN 11762888;Q4
ISSN 17697344;Q4
ISSN 19321236;Q4
ISSN 07481284;Q4
ISSN 17529298;Q4
ISSN 1556522X, 15565246;Q4
ISSN 02570505;Q4
ISSN 21523363, 18193366;Q4
ISSN 20360894, 19739656;Q4
ISSN 18742769;Q4
ISSN 17594499;Q4
ISSN 11795530;Q4
ISSN 18768180;Q4
ISSN 18765386;Q4
ISSN 18768938;Q4
ISSN 19747640, 20360916;Q4
-;-
ISSN 11060972;Q3
-;-
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 10255508;Q4
ISSN 1567214X;Q3
-;-
ISSN 22116664;Q4
-;-
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 22147160;Q4
-;-
-;-
-;-
ISSN 22306161;Q4
ISSN 09244751;Q4
ISSN 00778842;Q2
ISSN 15681203;Q4
ISSN 13841130;Q2
ISSN 18779808;Q3
ISSN 18762247;Q2
ISSN 03092445;Q2
ISSN 10059954;Q4
-;-
-;-
-;-
ISSN 13915452;Q4
ISSN 18359795;Q4
-;-
-;-
-;-
ISSN 22126139;Q4
ISSN 00443549;Q2
ISSN 10011935;Q4
-;-
ISSN 03276139;Q4
ISSN 02691205;Q2
-;-
ISSN 17438217, 17438209;Q4
ISSN 1120379X;Q4
ISSN 15715043;Q4
ISSN 0251737X;Q4
-;-
-;-
ISSN 10587497;Q4
ISSN 17516048, 17516056;Q3
ISSN 22412816, 11083441;Q3
ISSN 15780740;Q4
ISSN 15325865;Q4
ISSN 03501221;Q4
-;-
-;-
-;-
-;-
ISSN 17589142, 13682679;Q2
-;-
ISSN 00297917;Q4
ISSN 00415782;Q4
ISSN 1477965X;Q2
-;-
ISSN 0367827X;Q4
-;-
ISSN 10109609;Q4
-;-
ISSN 09442502;Q4
-;-
ISSN 21783713;Q4
-;-
-;-
-;-
ISSN 1005748X;Q4
ISSN 14667401;Q4
ISSN 12489433;Q3
-;-
-;-
ISSN 04514203;Q4
ISSN 10095896, 02179822;Q4
-;-
ISSN 00692328;Q4
ISSN 08821046;Q4
-;-
ISSN 00347450;Q4
-;-
ISSN 00253359;Q3
-;-
ISSN 2079097X;Q4
ISSN 22992529, 20844441;Q4
-;-
-;-
ISSN 18757294, 09215034;Q3
ISSN 21736359, 21723761;Q4
ISSN 14737604;Q4
ISSN 17419190, 14776545;Q4
ISSN 17588510, 17415659;Q4
ISSN 10878955;Q4
ISSN 1211555X, 18048048;Q4
ISSN 15697371, 18759173;Q4
-;-
ISSN 11732032;Q4
-;-
-;-
-;-
ISSN 18430783;Q4
-;-
-;-
ISSN 09265112;Q4
-;-
ISSN 12057398;Q4
ISSN 00732435;Q3
ISSN 09232532, 18781365;Q4
ISSN 00195634;Q4
-;-
-;-
ISSN 0070251X;Q3
ISSN 18023150;Q4
ISSN 21585881;-
ISSN 18332994, 18333001;Q3
ISSN 03609669;Q2
ISSN 09193758;Q4
-;-
-;-
ISSN 16831381, 18183352;Q4
-;-
-;-
-;-
ISSN 18805884;Q4
-;-
-;-
ISSN 14308681;Q4
ISSN 22339345, 19763700;Q4
-;-
-;-
-;-
-;-
ISSN 09725075;Q4
ISSN 09151753;Q4
-;-
ISSN 12537020;Q4
-;-
ISSN 02726122;Q2
ISSN 00145246;Q2
ISSN 20780958;-
ISSN 1827787X, 00019593;Q2
ISSN 18129501;Q4
-;-
ISSN 17583802, 17583799;Q4
ISSN 07273061;Q4
ISSN 22501444, 22501460;Q4
-;-
ISSN 10097708;Q4
ISSN 1756073X;Q3
-;-
-;-
ISSN 00413011;Q4
-;-
ISSN 18102107, 18109292;Q4
-;-
-;-
-;-
ISSN 20665083, 1775352X;Q4
-;-
ISSN 00347000;Q4
ISSN 15685276, 00295973;Q3
-;-
-;-
ISSN 18237339;Q4
ISSN 22147519;Q4
ISSN 16979133, 16974840;Q3
-;-
ISSN 1639965X;Q4
ISSN 01600923, 19350228;Q2
ISSN 00816353;Q2
-;-
ISSN 18770517;Q4
-;-
ISSN 03335372;Q2
-;-
-;-
-;-
ISSN 16137272, 18760104;Q4
-;-
ISSN 14775700, 17412676;Q3
ISSN 16132408;Q4
ISSN 16175891;Q4
ISSN 1053699X, 1477285X;Q2
ISSN 0160628X;Q2
ISSN 0929077X;Q2
ISSN 18253881, 17246091;Q3
ISSN 00945323, 21537917;Q3
-;-
ISSN 23250704;Q4
ISSN 07011008;Q4
ISSN 07557809;Q4
ISSN 19454732, 19454570;Q4
-;-
ISSN 03064220;Q3
ISSN 12452092, 07159684;Q4
-;-
ISSN 00407550;Q2
-;-
-;-
ISSN 09756965, 09744630;Q4
ISSN 20808003;Q4
-;-
ISSN 10263721;Q4
ISSN 16081587;Q4
ISSN 13645145;Q2
ISSN 18258670, 1590492X;Q4
ISSN 02127113;Q4
ISSN 10382909, 18360343;Q3
-;-
ISSN 15825647;Q3
ISSN 00666505;Q3
ISSN 17589061;Q4
-;-
ISSN 17460719;Q4
-;-
ISSN 17821398, 13728202;Q4
-;-
ISSN 1094348X, 00264326;Q2
-;-
ISSN 07193890, 07193882;Q4
ISSN 13001256;Q4
ISSN 03015491;Q4
-;-
ISSN 00404969;Q3
ISSN 01088416, 09008675;Q3
-;-
-;-
-;-
ISSN 21803250;Q3
ISSN 10030174;Q4
ISSN 17831369, 01659367;Q2
-;-
ISSN 02543737;Q4
ISSN 14794713, 20400934;Q2
-;-
ISSN 15228886;Q3
ISSN 18668755;Q4
ISSN 03878961;Q4
-;-
ISSN 23278013, 2327932X;Q4
ISSN 10509208;Q2
ISSN 18543405;Q3
ISSN 09901310;Q3
ISSN 1548064X, 15480631;Q4
ISSN 03061973;Q2
-;-
-;-
-;-
ISSN 11523336;Q4
-;-
ISSN 11054999;Q4
ISSN 10596879;Q2
ISSN 00426857;Q4
-;-
ISSN 00371017;Q4
-;-
-;-
ISSN 00263451;Q4
ISSN 17581206, 17581214;Q4
-;-
ISSN 14827891;-
ISSN 00215104;Q4
ISSN 16131150, 00845299;Q3
ISSN 09602720;Q3
ISSN 1450698X;Q4
ISSN 17561450;Q4
ISSN 0066622X;Q2
ISSN 15697320, 18725171;Q3
ISSN 18786227;Q4
ISSN 1462317X;Q3
ISSN 17440548, 13531042;Q3
ISSN 23278617, 23277882;Q3
ISSN 00209252;Q3
ISSN 12101389;Q4
ISSN 08959935;Q4
ISSN 09120505;Q4
ISSN 10730508;Q2
ISSN 03547310, 14509520;Q4
ISSN 22027114;Q4
ISSN 19007205, 01203592;Q4
-;-
ISSN 02126389;Q4
ISSN 00182710;Q3
ISSN 11720360;Q4
-;-
-;-
ISSN 00041955;Q4
-;-
-;-
ISSN 13317202;Q3
-;-
ISSN 00369772;Q2
ISSN 17598931, 02653788;Q3
ISSN 13023217;Q4
ISSN 14648172;Q4
-;-
ISSN 03939375, 1824310X;Q4
ISSN 19301669, 19301650;Q4
-;-
ISSN 03060209;Q4
ISSN 00351458;Q3
ISSN 05699878;Q2
ISSN 09296441;Q4
-;-
ISSN 00405574;Q2
ISSN 1210955X;Q4
ISSN 00326291;Q4
-;-
ISSN 13008757;Q4
ISSN 16974271, 1697428X, 00340634;Q4
-;-
ISSN 13145592, 13132709;Q4
ISSN 10806539, 03007162;Q2
ISSN 03136221;Q3
ISSN 21752753;Q4
ISSN 00257206;Q4
ISSN 17541476, 17541484;Q2
ISSN 0210573X;Q4
ISSN 00442828;Q3
ISSN 18609716;Q4
ISSN 12865702, 11570466;Q4
-;-
ISSN 00246956;Q4
ISSN 13087711;Q4
ISSN 03354997;Q4
ISSN 10412573, 17533074;Q2
ISSN 15653668;Q2
ISSN 16998855, 1988561X, 15769895;Q4
ISSN 21692335, 21692327;Q3
ISSN 2158091X;-
ISSN 18980678;Q4
ISSN 09703012;Q4
ISSN 17298792, 17296897;Q2
ISSN 01689959;Q3
ISSN 02588331;Q3
ISSN 01603663, 1603663;-
ISSN 13063057;Q4
ISSN 02578050;Q4
-;-
ISSN 1783144X, 07786069;Q3
-;-
ISSN 17528631;Q3
ISSN 20447663, 20447671;Q4
ISSN 09272569;Q3
ISSN 19847939, 18085652;Q2
ISSN 02911981;Q4
ISSN 13300067;Q4
-;-
ISSN 03534642;Q2
ISSN 14682400, 14631652;Q3
ISSN 17550645, 17550637;Q2
-;-
ISSN 00184306, 21010226;Q4
ISSN 0034849X;Q2
ISSN 19572557;Q4
ISSN 00283517, 16129520;Q3
ISSN 19882564, 02112337;Q3
-;-
ISSN 14479540, 14479494;Q4
ISSN 07161840, 07180462;Q4
ISSN 1016765X;Q3
ISSN 01013262;Q4
ISSN 03540448;Q3
ISSN 03855023;Q4
-;-
ISSN 00092630;Q4
-;-
ISSN 09698213;Q4
ISSN 15232883;Q4
ISSN 08700133;Q2
ISSN 16240693;Q4
ISSN 13300652;Q2
ISSN 17821401, 1370074X;Q4
ISSN 16727126, 02539748;Q4
ISSN 14343584;Q3
ISSN 14778564, 09546650;Q2
ISSN 13007467;Q4
ISSN 0144932X;Q4
ISSN 18031056, 18026281;Q4
-;-
ISSN 1561297X, 00347507;Q4
ISSN 18747337;Q4
ISSN 17583756;Q4
ISSN 03875024;Q3
ISSN 10123407;Q4
ISSN 21751803;Q3
ISSN 0025570X;Q4
-;-
ISSN 09709231;Q4
ISSN 11333634;Q2
ISSN 14680483, 00168777;Q2
ISSN 03233243;Q3
ISSN 01739913;Q4
ISSN 07981171;Q3
ISSN 03410552;Q4
-;-
ISSN 20502877, 20502885;Q4
ISSN 20405960, 20405979;Q2
ISSN 20810768, 20813287;Q4
ISSN 00316911;Q4
ISSN 18762204;Q4
ISSN 14682737;Q2
-;-
ISSN 19204825;Q4
ISSN 11395583;Q4
ISSN 17450918, 17450926;Q2
ISSN 01372475;Q2
ISSN 05071925, 13346938;Q4
ISSN 00232149;Q4
-;-
ISSN 19725558, 03932516;Q3
-;-
ISSN 0018215X, 19884265;Q3
-;-
-;-
ISSN 03685306;Q4
-;-
ISSN 17420385;Q4
-;-
ISSN 01987097;Q4
ISSN 15718190, 00407585;Q3
-;-
-;-
ISSN 11085002;Q4
ISSN 21603162;-
ISSN 00235776, 16078047;Q4
ISSN 14159945;Q3
-;-
ISSN 01832980;Q4
-;-
ISSN 19981066, 19950756;Q4
ISSN 13003984;Q3
ISSN 01321625;Q4
ISSN 00046574;Q2
ISSN 20407262;Q4
ISSN 22293817, 22293833;Q4
-;-
ISSN 15708306;Q4
ISSN 01202812, 23230118;Q4
ISSN 0039906X;Q4
ISSN 12784699;Q4
ISSN 18765238;Q4
ISSN 00794740;Q3
-;-
ISSN 15222365, 01706233;Q3
-;-
ISSN 00943061;Q4
ISSN 03014193, 16642570;Q4
ISSN 00084581;Q4
-;-
ISSN 00318027;Q3
-;-
ISSN 13008773, 13044591;Q4
ISSN 21654077;-
ISSN 17536715, 17536723;Q4
-;-
ISSN 09723005;Q4
-;-
-;-
ISSN 02506505;Q4
-;-
ISSN 23048336;Q4
-;-
ISSN 00379808;Q2
ISSN 15381935, 15360636;Q4
-;-
-;-
-;-
-;-
ISSN 15751813;Q4
-;-
ISSN 14339013;-
-;-
ISSN 08932905;Q4
-;-
-;-
-;-
ISSN 03402541;Q4
-;-
ISSN 14793660;Q4
ISSN 20951108;Q4
ISSN 11209488;Q4
ISSN 19477945, 19476140;Q4
-;-
-;-
-;-
ISSN 22024433;Q4
ISSN 14375567;Q4
ISSN 10020411;Q4
-;-
ISSN 0971720X;Q4
ISSN 03429601;Q4
ISSN 08835381;Q4
ISSN 03135934;Q4
ISSN 0074784X;-
-;-
ISSN 1825859X;Q4
ISSN 14069954;Q4
ISSN 19769229;Q4
ISSN 13043897, 13043889;Q4
ISSN 1002106X;Q4
ISSN 20429940;Q3
-;-
ISSN 10260862;Q4
-;-
ISSN 10598650, 20516169;Q2
ISSN 09470867;Q4
-;-
-;-
ISSN 02598434, 2598434;-
ISSN 00378615;Q4
-;-
-;-
-;-
ISSN 01484818;Q4
ISSN 15548015;-
-;-
ISSN 00933651;Q4
ISSN 15307190, 00425206;Q2
-;-
-;-
-;-
ISSN 18744443;Q4
-;-
ISSN 00090794;Q3
ISSN 20677812, 18431348;Q3
ISSN 08737215;Q4
ISSN 15835170;Q4
-;-
ISSN 00407518;Q3
-;-
ISSN 00906514;Q3
-;-
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 03798046;Q4
ISSN 11466480, 19606052;Q3
ISSN 16740440;Q4
ISSN 03767361;Q4
-;-
ISSN 16443276, 1234950X;Q4
-;-
ISSN 18864805, 18877052;Q4
ISSN 18347223;Q4
-;-
ISSN 10033734;Q4
ISSN 01966219, 1966219;-
ISSN 18208665;Q4
-;-
ISSN 15700607, 00432539;Q2
ISSN 14753324;Q4
ISSN 18655440;-
ISSN 23256699;Q4
ISSN 17352657;Q4
ISSN 19907982, 19907974;Q4
-;-
-;-
ISSN 00177768;Q4
ISSN 09309225, 14351277;Q4
-;-
-;-
ISSN 13350617;Q4
-;-
ISSN 10076735;Q4
-;-
ISSN 15490815;Q2
ISSN 11216921;Q4
ISSN 01850458;Q4
-;-
ISSN 00117781;Q4
-;-
-;-
-;-
-;-
ISSN 1064590X;Q4
ISSN 09716777;Q4
ISSN 15444910, 00383139;Q4
ISSN 03404803;Q4
-;-
-;-
-;-
-;-
-;-
ISSN 05567807;Q4
-;-
-;-
ISSN 14399598;Q4
-;-
ISSN 19338996;Q4
-;-
ISSN 08669546;Q4
-;-
ISSN 22265147;-
-;-
-;-
-;-
ISSN 22239766;Q4
-;-
ISSN 10338330, 22003886;Q3
ISSN 00155314;Q4
-;-
ISSN 0882228X;Q3
ISSN 18803997, 09172394;Q4
-;-
ISSN 19631014, 12795127;Q4
ISSN 21951292, 21951284;Q4
-;-
ISSN 18163319, 1818779X;Q4
-;-
-;-
ISSN 87568047;Q4
ISSN 02585316;Q3
ISSN 1582652X;Q4
ISSN 08100713;Q4
-;-
-;-
-;-
ISSN 20441274, 20441266;Q4
-;-
ISSN 05597765;Q4
ISSN 18501044;Q4
-;-
-;-
ISSN 03797864;Q4
-;-
-;-
-;-
ISSN 09247025;Q3
-;-
ISSN 13522523;Q4
-;Q4
-;-
ISSN 1935472X;Q4
-;-
ISSN 01438042;Q4
ISSN 03694305;Q4
-;-
-;-
ISSN 00316903;Q4
-;-
ISSN 00012343;Q3
-;-
ISSN 16626664;Q4
ISSN 1016362X;Q3
-;-
-;-
-;-
ISSN 10754377;Q4
ISSN 03608581;Q4
ISSN 02131285;Q4
ISSN 02588021;Q4
-;-
-;-
-;-
-;-
ISSN 19967195;Q4
-;-
ISSN 12114413;Q3
-;-
-;-
ISSN 00958948;Q3
-;-
-;-
-;-
ISSN 12133841;Q4
ISSN 17821444, 03023052;Q4
-;-
ISSN 09724036;Q4
-;-
-;-
ISSN 21472092, 1300056X;Q4
-;-
ISSN 23276525;-
ISSN 1016796X;Q4
-;-
-;-
ISSN 14742756, 20400578;Q2
ISSN 03009173;Q4
-;-
ISSN 09546839;Q4
ISSN 07294352;Q2
ISSN 09712070;Q4
ISSN 23375760;Q4
-;-
-;-
ISSN 22129553;Q4
-;-
ISSN 01440357, 17439426;Q2
-;-
-;-
ISSN 15740676;Q3
ISSN 87564793;Q4
ISSN 0196948X;Q4
-;-
-;-
ISSN 0326646X, 16665694;Q4
ISSN 00032573;Q4
-;-
ISSN 15303535;Q4
ISSN 09478965, 14330415;Q4
-;-
ISSN 2233940X, 20934009;Q4
ISSN 13925369;Q4
ISSN 22129391, 22129413;Q4
ISSN 10008144;Q4
ISSN 21582246, 21582254;-
ISSN 10274642;Q4
-;-
-;-
-;-
-;-
-;-
ISSN 10097848;Q4
-;-
-;-
ISSN 03448657;Q4
-;-
ISSN 22144420;Q4
-;-
-;-
ISSN 11321989;Q4
ISSN 16653521;Q4
ISSN 15480755;Q4
-;-
ISSN 10683844;Q3
-;-
-;-
-;-
ISSN 17642507;Q3
ISSN 00030279;Q3
-;-
ISSN 09445587;Q4
ISSN 10022104;Q4
ISSN 12124540;Q4
-;-
ISSN 00443301;Q3
-;-
ISSN 1383813X, 18798071;Q4
ISSN 16123433;Q4
ISSN 03516083;Q4
ISSN 21669430;-
ISSN 17352444;Q4
-;-
ISSN 17286263, 17286271;Q4
ISSN 21174628;-
ISSN 08948410;Q2
-;-
-;-
-;-
-;-
-;-
ISSN 10744770;Q4
-;-
ISSN 10802711;Q4
-;-
-;-
ISSN 23265558, 23265566;-
ISSN 15778843;Q4
ISSN 12335835;Q4
ISSN 08606161;Q4
ISSN 13954199;Q4
-;-
-;-
ISSN 11698330;Q4
ISSN 16717120;Q4
ISSN 11791616;Q4
-;-
ISSN 16151720;Q3
ISSN 09731377, 09737545;Q4
-;-
ISSN 1703289X;Q3
-;-
-;-
ISSN 03005224;Q4
ISSN 03045412;Q4
ISSN 18765262;Q4
-;-
ISSN 13687506;Q4
-;-
ISSN 17431735, 15280268;Q3
-;-
ISSN 00662062;Q4
ISSN 03734447;Q4
-;-
-;-
-;-
-;-
-;-
ISSN 0015363X;Q4
ISSN 03231267;Q3
ISSN 12113778;Q4
-;-
ISSN 15623920;Q4
-;-
ISSN 16102894, 16102908;Q4
ISSN 13030914;Q4
-;-
-;-
ISSN 10735127;Q4
ISSN 03977870;Q3
ISSN 09469648;Q4
-;-
ISSN 00491160;Q4
ISSN 19460740;-
ISSN 00351601;Q3
-;-
-;-
-;-
-;-
-;-
-;-
ISSN 09715231;Q4
ISSN 10611959;Q3
-;-
ISSN 0975444X;Q4
ISSN 14479532;Q3
ISSN 00306622;Q4
ISSN 15834433;Q3
ISSN 16684834, 16696840;Q4
-;-
-;-
ISSN 1308416X, 13084178;Q4
ISSN 02534320;Q4
-;-
-;-
-;-
ISSN 03612112;Q2
-;-
ISSN 18236243;Q3
-;-
-;-
-;-
ISSN 10026495;Q4
-;-
-;-
ISSN 15506525;-
-;-
ISSN 22106545;Q4
-;-
-;-
ISSN 04527739;Q4
-;-
-;-
ISSN 16194993;Q3
ISSN 14360179;Q4
ISSN 13662511;Q3
ISSN 09233970;Q4
